Text,Sentiment
Excellent quality at the store.,True
"quá giá quá cao, very disappointed!! 😞",False
rất bảo hành chu đáo tại quán cà phê... 🙂,True
terrible experience at the service...,False
fast delivery at this app.,True
"cực kỳ thái độ phục vụ kém, very slow",False
super helpful support at their site!,True
"Thật sự trải nghiệm kém, item not as described...",False
reasonable price at this app...,True
painful warranty at this site.,False
Smooth experience at this store!! 👏,True
thật sự sản phẩm không đúng mô tả tại cửa hàng điện thoại,False
Quá rất hài lòng tại ứng dụng đặt xe 👍,True
item not as described at their site!! 😩,False
Awesome deal at their service,True
Chất lượng kém tại cinema!,False
Siêu khuyến mãi hấp dẫn tại ứng dụng đặt xe!! 👏,True
Very slow at this site!! 😡,False
"Thật sự khuyến mãi hấp dẫn, reliable warranty!! 👏",True
"cực kỳ liên hệ khó khăn, hard to contact.",False
careful packaging at their store. 🙂,True
"Quá sản phẩm không đúng mô tả, very slow!",False
thật sự đóng gói cẩn thận tại trung tâm bảo hành,True
cực kỳ ứng dụng hay bị lỗi tại quán cà phê!!,False
cực kỳ quá tệ tại cinema! 💢,False
quá liên hệ khó khăn tại website thương mại điện tử! 😡,False
"Siêu rất hài lòng, careful packaging... ✨",True
"Cực kỳ chậm trễ, buggy app... 🤦",False
Siêu đóng gói cẩn thận tại online shop!,True
"cực kỳ chất lượng kém, terrible experience...",False
Quá bảo hành chu đáo tại hotel!,True
"rất hỗ trợ chậm, buggy app",False
Worth the money at the service.,True
Slow support at the service.,False
great service at this app 🙂,True
not worth it at their store... 😩,False
"Rất nhân viên thân thiện, worth the money!",True
Overpriced at this site!! 👎,False
Reliable warranty at the app.,True
never using again at their service!,False
"Đáng tiền, prompt response! 👍",True
Easy to use app at their site,True
reliable warranty at the service!,True
"rất quá tệ, never using again.",False
Rất rất hài lòng tại quán cà phê 🙂,True
"Cực kỳ hỗ trợ chậm, buggy app.",False
reliable warranty at this service 👍,True
thật sự giao hàng nhanh tại hotel!! 💯,True
Great service at this site!!,True
Quá liên hệ khó khăn tại banking app... 👎,False
"Rất chất lượng tuyệt vời, reliable warranty",True
"thật sự trải nghiệm kém, painful warranty. 💢",False
"Rất hỗ trợ chậm, late delivery 🤦",False
item not as described at their app. 💢,False
"Quá chất lượng tuyệt vời, awesome deal!!",True
"thật sự giao hàng chậm, very slow!! 👎",False
"rất đóng gói cẩn thận, fast delivery!",True
Rất giá quá cao tại customer service 👎,False
Super helpful support at this store!!,True
overpriced at the app. 😞,False
excellent quality at the service!!,True
sản phẩm không đúng mô tả tại online shop,False
Rất phản hồi kịp thời tại hotel,True
"Quá giá quá cao, very disappointed!",False
Sản phẩm đúng mô tả tại delivery service 👍,True
Very slow at their app... 💢,False
matches the description at their site,True
"rất hỗ trợ chậm, rude service!! 😡",False
"rất nhân viên thân thiện, careful packaging",True
Quá không đáng tiền tại dịch vụ internet... 😞,False
rất hỗ trợ nhanh chóng tại laptop store...,True
"Cực kỳ quá tệ, very slow!!",False
careful packaging at this site... 👏,True
Thật sự thái độ phục vụ kém tại website thương mại điện tử,False
awesome deal at this site!,True
"quá thái độ phục vụ kém, overpriced 👎",False
thật sự khuyến mãi hấp dẫn tại quán cà phê!!,True
"Đóng gói sơ sài, painful warranty 💢",False
Not worth it at this store! 🤦,False
"rất liên hệ khó khăn, bad packaging!! 💢",False
"thật sự tôi sẽ quay lại, great service!",True
"Rất chậm trễ, hard to contact!",False
Thật sự khuyến mãi hấp dẫn tại online shop...,True
"thật sự đóng gói sơ sài, item not as described!",False
quá nhân viên thân thiện tại website thương mại điện tử. 😃,True
Very disappointed at the app!,False
"ứng dụng dễ dùng, reliable warranty 😃",True
overpriced at their store,False
I will come back at the store.,True
very slow at this service 😡,False
easy to use app at the app! 😃,True
"thật sự hỗ trợ chậm, not worth it!! 💢",False
"phản hồi kịp thời, reasonable price...",True
Never using again at their service... 😞,False
"rất sản phẩm đúng mô tả, careful packaging!",True
very disappointed at their site!,False
I will come back at this service...,True
Cực kỳ ứng dụng hay bị lỗi tại online shop... 🤦,False
I will come back at this app,True
quá quá tệ tại hotel... 👎,False
"quá đóng gói cẩn thận, careful packaging...",True
"Ứng dụng hay bị lỗi, very disappointed!",False
I will come back at the site.,True
"cực kỳ sản phẩm không đúng mô tả, late delivery!!",False
reasonable price at this service...,True
rất sẽ không bao giờ dùng nữa tại hotel!,False
careful packaging at the app! 😃,True
slow support at this service. 😡,False
tôi sẽ quay lại tại mobile app!,True
painful warranty at the app,False
easy to use app at their site!,True
"Cực kỳ đóng gói sơ sài, very slow",False
"Siêu rất hài lòng, awesome deal",True
Thật sự đáng tiền tại banking app... 💯,True
Excellent quality at their app!!,True
Quá giá quá cao tại siêu thị. 😞,False
Siêu ứng dụng dễ dùng tại nhà hàng! 🙂,True
very slow at their service!! 👎,False
Ứng dụng dễ dùng tại banking app,True
Quá chậm trễ tại quán cà phê.,False
thật sự trải nghiệm mượt mà tại website thương mại điện tử...,True
rất đóng gói sơ sài tại quán cà phê! 💢,False
I will come back at their store! 💯,True
rất rất thất vọng tại banking app!,False
very disappointed at their app,False
quá tệ tại cinema!!,False
"siêu dịch vụ rất tốt, prompt response!",True
"Rất chất lượng kém, terrible experience. 😡",False
quá rất hài lòng tại banking app!,True
Hard to contact at their service,False
excellent quality at their service,True
cực kỳ không đáng tiền tại banking app 😩,False
"siêu phản hồi kịp thời, great service",True
Hard to contact at their service 😞,False
very satisfied at the service!! 💯,True
quá nhân viên thân thiện tại customer service 👍,True
awesome deal at the app... ✨,True
Cực kỳ chậm trễ tại hotel,False
"Thật sự tôi sẽ quay lại, prompt response!! 💯",True
"quá sản phẩm không đúng mô tả, item not as described. 💢",False
"rất sản phẩm đúng mô tả, prompt response...",True
"rất ứng dụng hay bị lỗi, very disappointed... 😞",False
Siêu giao hàng nhanh tại dịch vụ internet...,True
Thật sự đóng gói sơ sài tại nhà hàng!,False
rất đóng gói cẩn thận tại dịch vụ internet... 🙂,True
cực kỳ sẽ không bao giờ dùng nữa tại trung tâm bảo hành. 👎,False
"Rất ứng dụng dễ dùng, easy to use app!!",True
thật sự quá tệ tại cinema!!,False
"Rất rất hài lòng, matches the description! 🙂",True
"Thật sự đóng gói sơ sài, painful warranty! 🤦",False
thật sự đáng tiền tại online shop!,True
Thật sự giao hàng chậm tại quán cà phê. 😩,False
thật sự đóng gói cẩn thận tại customer service. ✨,True
"giá quá cao, overpriced.",False
Very satisfied at this service!,True
very disappointed at this store.,False
"rất phản hồi kịp thời, excellent quality... ✨",True
Never using again at this service!! 👎,False
Friendly staff at this site... 🙂,True
Painful warranty at this site!,False
smooth experience at this store!,True
Rất thất vọng tại mobile app! 😡,False
"thật sự giá hợp lý, fast delivery! ✨",True
Hard to contact at the site.,False
prompt response at this service!! 🙂,True
rất quá tệ tại hotel! 👎,False
"quá đáng tiền, reliable warranty!!",True
never using again at the app...,False
"Rất rất hài lòng, matches the description. 👍",True
Very slow at the store...,False
Quá rất hài lòng tại delivery service 💯,True
quá hỗ trợ chậm tại siêu thị. 😞,False
Thật sự giá hợp lý tại delivery service!! 👏,True
late delivery at this store!! 👎,False
I will come back at this site!,True
Slow support at their site!! 🤦,False
"Rất tôi sẽ quay lại, worth the money.",True
Slow support at their store!,False
fast delivery at this store 🙂,True
Very disappointed at this store. 😞,False
worth the money at this service!!,True
Cực kỳ chậm trễ tại quán cà phê!! 🤦,False
thật sự phản hồi kịp thời tại banking app 👏,True
Item not as described at this store...,False
quá đáng tiền tại trung tâm bảo hành 👍,True
Thật sự chậm trễ tại ứng dụng đặt xe,False
Very satisfied at this site,True
buggy app at this service 👎,False
"Nhân viên thân thiện, very satisfied...",True
Matches the description at their service!,True
"Rất nhân viên thân thiện, easy to use app!! 💯",True
thật sự quá tệ tại quán cà phê!! 😩,False
quá khuyến mãi hấp dẫn tại dịch vụ internet. 👍,True
"quá giá quá cao, late delivery... 😞",False
easy to use app at the service. 💯,True
rude service at the service,False
chất lượng tuyệt vời tại dịch vụ internet!! 🙂,True
"Thật sự hỗ trợ chậm, poor quality!",False
"Quá khuyến mãi hấp dẫn, friendly staff!",True
Overpriced at this store!!,False
fast delivery at this app!! ✨,True
overpriced at the store...,False
matches the description at their store!!,True
fast delivery at their app...,True
Worth the money at this store. 🙂,True
"Quá không đáng tiền, poor quality!! 😞",False
rất chất lượng tuyệt vời tại website thương mại điện tử... ✨,True
very slow at this service!,False
"chất lượng kém, hard to contact!! 😞",False
"Thật sự chất lượng kém, laggy experience. 👎",False
siêu rất hài lòng tại hotel. 👏,True
Poor quality at this store! 😞,False
rất hỗ trợ nhanh chóng tại cinema... 🙂,True
rất giao hàng chậm tại quán cà phê!,False
"quá đáng tiền, smooth experience!!",True
Rất sản phẩm không đúng mô tả tại quán cà phê... 😞,False
rất khuyến mãi hấp dẫn tại mobile app,True
ứng dụng hay bị lỗi tại mobile app!! 💢,False
matches the description at their service... 😃,True
"thật sự liên hệ khó khăn, rude service... 😩",False
Worth the money at their store 👏,True
rất giao hàng chậm tại customer service!!,False
"siêu khuyến mãi hấp dẫn, friendly staff!",True
"Rất sản phẩm đúng mô tả, reliable warranty.",True
quá rất hài lòng tại ứng dụng đặt xe.,True
matches the description at this app.,True
Rất dịch vụ rất tốt tại cửa hàng điện thoại. ✨,True
"Thật sự sẽ không bao giờ dùng nữa, buggy app 😩",False
"Thật sự khuyến mãi hấp dẫn, careful packaging!!",True
Thật sự sẽ không bao giờ dùng nữa tại website thương mại điện tử!!,False
siêu sản phẩm đúng mô tả tại quán cà phê!!,True
Bad packaging at the site,False
"quá phản hồi kịp thời, excellent quality!!",True
thật sự rất thất vọng tại website thương mại điện tử 🤦,False
super helpful support at the store 👍,True
"Thật sự sản phẩm không đúng mô tả, not worth it!! 👎",False
Phản hồi kịp thời tại delivery service!! 👏,True
Rất không đáng tiền tại cửa hàng điện thoại...,False
Rất khuyến mãi hấp dẫn tại siêu thị 😃,True
"rất quá tệ, item not as described...",False
Thật sự hỗ trợ nhanh chóng tại cửa hàng điện thoại.,True
Very disappointed at the app,False
Reliable warranty at their store.,True
"thật sự liên hệ khó khăn, buggy app!",False
"đáng tiền, I will come back. ✨",True
Quá giá quá cao tại mobile app! 😡,False
overpriced at the app.,False
"Rất giá quá cao, buggy app!!",False
Hỗ trợ nhanh chóng tại banking app 👏,True
Terrible experience at this store 👎,False
Careful packaging at their store,True
Cực kỳ sản phẩm không đúng mô tả tại mobile app!,False
thật sự sản phẩm đúng mô tả tại dịch vụ internet! 👏,True
"rất chất lượng kém, painful warranty!!",False
Careful packaging at this store,True
cực kỳ sẽ không bao giờ dùng nữa tại siêu thị...,False
siêu giá hợp lý tại laptop store...,True
"hỗ trợ chậm, laggy experience... 😩",False
Excellent quality at their app 😃,True
Very slow at this app. 💢,False
Prompt response at this store!,True
Laggy experience at the site!,False
Siêu giá hợp lý tại ứng dụng đặt xe 👍,True
rất trải nghiệm kém tại cinema... 👎,False
Smooth experience at the app.,True
rất ứng dụng hay bị lỗi tại delivery service!! 👎,False
Reasonable price at their site. 👍,True
Thật sự trải nghiệm kém tại dịch vụ internet.,False
Careful packaging at this service... 🙂,True
Giao hàng chậm tại banking app!!,False
Thật sự giá hợp lý tại siêu thị 👍,True
Rất thất vọng tại laptop store!!,False
"Thật sự ứng dụng dễ dùng, reliable warranty...",True
Quá giao hàng chậm tại banking app.,False
Ứng dụng dễ dùng tại quán cà phê... ✨,True
Very slow at their service! 😞,False
"thật sự giao hàng nhanh, very satisfied",True
"Rất thất vọng, very disappointed",False
reasonable price at this app... 😃,True
hard to contact at their store.,False
Tôi sẽ quay lại tại online shop!!,True
"Thật sự bảo hành phiền phức, item not as described!!",False
Thật sự rất hài lòng tại quán cà phê...,True
"Quá không đáng tiền, bad packaging...",False
"quá tôi sẽ quay lại, reasonable price!",True
thật sự chậm trễ tại trung tâm bảo hành...,False
"thật sự bảo hành chu đáo, careful packaging 🙂",True
very slow at their site!,False
"Rất đáng tiền, easy to use app!! 💯",True
"Quá giá quá cao, hard to contact!! 👎",False
thật sự đóng gói cẩn thận tại cinema!! 😃,True
Rất không đáng tiền tại ứng dụng đặt xe!!,False
"siêu hỗ trợ nhanh chóng, matches the description 🙂",True
Thật sự thái độ phục vụ kém tại dịch vụ internet... 😩,False
"rất hài lòng, reasonable price...",True
not worth it at this store 😩,False
Reasonable price at the service!! 😃,True
Hard to contact at the store! 😞,False
tôi sẽ quay lại tại mobile app! 💯,True
cực kỳ đóng gói sơ sài tại online shop!,False
Reasonable price at this site 👍,True
"thật sự thái độ phục vụ kém, buggy app.",False
easy to use app at the site!! 👏,True
Slow support at their service,False
siêu khuyến mãi hấp dẫn tại mobile app,True
rất giá quá cao tại online shop 👎,False
"rất dịch vụ rất tốt, reliable warranty 👏",True
"Giá quá cao, laggy experience 👎",False
Reasonable price at their app!!,True
"quá chậm trễ, overpriced 😩",False
rất bảo hành chu đáo tại quán cà phê!,True
"Rất chất lượng kém, late delivery...",False
Excellent quality at their store!!,True
Laggy experience at the app,False
Excellent quality at the service...,True
"Đáng tiền, fast delivery... 💯",True
quá thái độ phục vụ kém tại nhà hàng! 😡,False
very slow at their store... 😩,False
"Rất tôi sẽ quay lại, careful packaging!! 👏",True
"thật sự giá quá cao, poor quality...",False
"Rất giá hợp lý, easy to use app!! 💯",True
"thật sự rất thất vọng, rude service...",False
quá nhân viên thân thiện tại dịch vụ internet. ✨,True
rude service at this site! 💢,False
Siêu khuyến mãi hấp dẫn tại cửa hàng điện thoại!! ✨,True
"rất trải nghiệm kém, buggy app!! 😩",False
"Siêu tôi sẽ quay lại, worth the money...",True
Rude service at their store! 💢,False
Super helpful support at this site.,True
Very slow at their service!! 😞,False
"siêu sản phẩm đúng mô tả, I will come back!",True
Bảo hành chu đáo tại website thương mại điện tử 😃,True
Rất bảo hành chu đáo tại online shop!,True
very disappointed at this site... 💢,False
"Quá sản phẩm đúng mô tả, great service...",True
"Quá ứng dụng hay bị lỗi, terrible experience. 💢",False
"quá dịch vụ rất tốt, prompt response.",True
"rất thất vọng, very disappointed...",False
Thật sự rất hài lòng tại mobile app ✨,True
rất hỗ trợ chậm tại cinema!! 🤦,False
rất bảo hành chu đáo tại siêu thị. 💯,True
"Quá chậm trễ, rude service",False
Prompt response at the app!!,True
"rất thất vọng, hard to contact!",False
"trải nghiệm kém, not worth it!",False
Never using again at this app! 👎,False
Very satisfied at this store...,True
"rất ứng dụng hay bị lỗi, poor quality",False
Quá chất lượng tuyệt vời tại delivery service 🙂,True
"thái độ phục vụ kém, item not as described. 😩",False
careful packaging at their site! 😃,True
Cực kỳ chậm trễ tại quán cà phê...,False
Awesome deal at the site,True
rất thất vọng tại cinema!! 😡,False
Siêu tôi sẽ quay lại tại siêu thị!,True
"Thật sự giao hàng chậm, very slow... 😞",False
Quá hỗ trợ nhanh chóng tại website thương mại điện tử. 😃,True
quá liên hệ khó khăn tại banking app!,False
Very satisfied at their app!! 😃,True
"Thật sự rất thất vọng, hard to contact!!",False
Reliable warranty at this store!! ✨,True
"Cực kỳ hỗ trợ chậm, bad packaging...",False
Rất chất lượng tuyệt vời tại customer service! 😃,True
quá quá tệ tại quán cà phê! 🤦,False
very satisfied at their store... ✨,True
Very disappointed at this store! 💢,False
Siêu sản phẩm đúng mô tả tại customer service!,True
"Rất đóng gói sơ sài, overpriced!!",False
"quá dịch vụ rất tốt, friendly staff!!",True
Hard to contact at this app!!,False
Siêu hỗ trợ nhanh chóng tại mobile app. 🙂,True
"thật sự chất lượng kém, rude service... 😡",False
careful packaging at their site! ✨,True
quá giá quá cao tại dịch vụ internet,False
awesome deal at this store! ✨,True
"Thái độ phục vụ kém, hard to contact. 😞",False
easy to use app at this site.,True
Quá sản phẩm không đúng mô tả tại trung tâm bảo hành...,False
rất chất lượng tuyệt vời tại banking app...,True
thật sự quá tệ tại cửa hàng điện thoại!! 😞,False
Smooth experience at the site...,True
Never using again at their site.,False
"siêu khuyến mãi hấp dẫn, reliable warranty. 🙂",True
Cực kỳ giao hàng chậm tại nhà hàng! 😞,False
"Rất sản phẩm đúng mô tả, super helpful support! 👏",True
Quá đóng gói sơ sài tại mobile app... 🤦,False
"Thật sự ứng dụng dễ dùng, friendly staff!! ✨",True
poor quality at the service,False
I will come back at their app.,True
đóng gói sơ sài tại cửa hàng điện thoại!,False
great service at this app...,True
"giao hàng chậm, terrible experience. 💢",False
smooth experience at the site 🙂,True
"cực kỳ chất lượng kém, late delivery!",False
I will come back at their app...,True
"Quá chậm trễ, terrible experience.",False
Careful packaging at the site ✨,True
Rất đóng gói sơ sài tại nhà hàng,False
reasonable price at the site...,True
quá không đáng tiền tại cinema,False
Quá giá quá cao tại laptop store... 💢,False
item not as described at this store.,False
"Rất trải nghiệm mượt mà, reliable warranty!!",True
worth the money at this service...,True
Matches the description at this site,True
"quá chậm trễ, bad packaging!",False
"Thật sự giá hợp lý, awesome deal. 👏",True
cực kỳ rất thất vọng tại cinema... 👎,False
Khuyến mãi hấp dẫn tại website thương mại điện tử!!,True
Late delivery at their site...,False
Thật sự đáng tiền tại siêu thị...,True
Laggy experience at this site,False
quá phản hồi kịp thời tại quán cà phê,True
"Trải nghiệm kém, overpriced!!",False
"quá sản phẩm không đúng mô tả, rude service! 👎",False
item not as described at this site!! 😩,False
"Thật sự ứng dụng dễ dùng, smooth experience!!",True
"Thật sự chậm trễ, very slow!!",False
"chất lượng tuyệt vời, matches the description!!",True
Painful warranty at their store.,False
Very satisfied at their app. 👍,True
"Quá tệ, very slow 👎",False
"quá chất lượng tuyệt vời, awesome deal... 😃",True
slow support at the store.,False
Thật sự tôi sẽ quay lại tại cinema! ✨,True
không đáng tiền tại online shop... 😞,False
Easy to use app at the app,True
"không đáng tiền, hard to contact... 🤦",False
bảo hành chu đáo tại mobile app!!,True
Liên hệ khó khăn tại cửa hàng điện thoại!!,False
dịch vụ rất tốt tại quán cà phê!!,True
"sản phẩm không đúng mô tả, item not as described!!",False
Trải nghiệm mượt mà tại hotel 👍,True
rất sẽ không bao giờ dùng nữa tại trung tâm bảo hành.,False
thật sự đóng gói cẩn thận tại hotel. 💯,True
rude service at the site! 🤦,False
worth the money at this app...,True
very disappointed at their service!,False
Prompt response at this store,True
never using again at this site 🤦,False
Thật sự sản phẩm đúng mô tả tại trung tâm bảo hành...,True
"Ứng dụng hay bị lỗi, late delivery...",False
"rất tôi sẽ quay lại, super helpful support!",True
Painful warranty at the service,False
Easy to use app at the app!,True
"Đóng gói sơ sài, buggy app.",False
Trải nghiệm mượt mà tại hotel...,True
cực kỳ ứng dụng hay bị lỗi tại banking app!,False
Reasonable price at their store.,True
"Cực kỳ ứng dụng hay bị lỗi, never using again.",False
I will come back at this store,True
Thật sự ứng dụng hay bị lỗi tại trung tâm bảo hành!!,False
smooth experience at their app!! 👍,True
Quá sẽ không bao giờ dùng nữa tại siêu thị...,False
I will come back at the site,True
"siêu hỗ trợ nhanh chóng, I will come back...",True
Thật sự ứng dụng dễ dùng tại online shop!,True
Rất hỗ trợ chậm tại trung tâm bảo hành... 🤦,False
worth the money at the service!!,True
"quá ứng dụng hay bị lỗi, buggy app!! 💢",False
Great service at this site 👍,True
Overpriced at their site!!,False
"quá hỗ trợ nhanh chóng, easy to use app!",True
"trải nghiệm kém, painful warranty!!",False
Reasonable price at their app!!,True
"không đáng tiền, bad packaging",False
"Quá ứng dụng dễ dùng, matches the description. 😃",True
Super helpful support at the app! 😃,True
Quá hỗ trợ nhanh chóng tại online shop.,True
"Sẽ không bao giờ dùng nữa, very disappointed! 😞",False
"Cực kỳ giá quá cao, painful warranty 😞",False
Very slow at the service,False
easy to use app at the site,True
Terrible experience at this service. 🤦,False
quá giá hợp lý tại cinema,True
"Hỗ trợ chậm, rude service...",False
worth the money at this service!,True
"Rất sản phẩm không đúng mô tả, laggy experience!",False
worth the money at the service!!,True
Hard to contact at their service,False
Fast delivery at this site!!,True
Rất không đáng tiền tại banking app,False
"siêu rất hài lòng, super helpful support...",True
"sản phẩm không đúng mô tả, rude service!",False
"rất hài lòng, smooth experience.",True
"quá chất lượng kém, laggy experience... 👎",False
Siêu sản phẩm đúng mô tả tại cửa hàng điện thoại! ✨,True
"giao hàng chậm, very slow!!",False
"Nhân viên thân thiện, friendly staff!!",True
"sản phẩm không đúng mô tả, very disappointed!",False
"Quá giao hàng nhanh, prompt response... ✨",True
rất giao hàng chậm tại trung tâm bảo hành... 😩,False
Prompt response at this service!! 🙂,True
"quá giá quá cao, rude service. 👎",False
thật sự sản phẩm đúng mô tả tại ứng dụng đặt xe...,True
buggy app at the app...,False
awesome deal at the app!! 👏,True
"hỗ trợ chậm, rude service. 😞",False
Tôi sẽ quay lại tại hotel...,True
"rất quá tệ, bad packaging! 😡",False
very satisfied at their app...,True
Thật sự chất lượng kém tại customer service. 💢,False
Thật sự rất hài lòng tại online shop!,True
"Trải nghiệm kém, not worth it. 😞",False
fast delivery at their service,True
thật sự giao hàng chậm tại banking app... 🤦,False
"Siêu khuyến mãi hấp dẫn, very satisfied. 😃",True
thật sự liên hệ khó khăn tại dịch vụ internet. 😞,False
"quá đóng gói cẩn thận, super helpful support!! 👍",True
rude service at the service!,False
"rất giao hàng nhanh, super helpful support!!",True
Very disappointed at the site!,False
Rất trải nghiệm mượt mà tại website thương mại điện tử! ✨,True
Never using again at their site!!,False
Awesome deal at their site!!,True
"trải nghiệm kém, terrible experience.",False
Rất hỗ trợ nhanh chóng tại ứng dụng đặt xe,True
buggy app at this service...,False
rất tôi sẽ quay lại tại delivery service. 💯,True
slow support at the app! 😩,False
Friendly staff at the store. 🙂,True
Rất thất vọng tại siêu thị.,False
Quá tôi sẽ quay lại tại dịch vụ internet.,True
Very disappointed at this site! 😡,False
excellent quality at this service... 💯,True
Late delivery at this service!! 👎,False
smooth experience at their store!,True
rất liên hệ khó khăn tại siêu thị. 😞,False
Prompt response at their site!!,True
"Cực kỳ ứng dụng hay bị lỗi, hard to contact!",False
"rất bảo hành chu đáo, fast delivery!!",True
cực kỳ rất thất vọng tại online shop 😡,False
Rất sản phẩm đúng mô tả tại mobile app.,True
very disappointed at their service.,False
smooth experience at their site. 💯,True
overpriced at this app! 👎,False
smooth experience at their store.,True
quá ứng dụng hay bị lỗi tại mobile app!!,False
Thật sự tôi sẽ quay lại tại cinema! 🙂,True
Quá sản phẩm không đúng mô tả tại online shop. 💢,False
trải nghiệm mượt mà tại hotel!!,True
painful warranty at their site!! 😩,False
smooth experience at their app...,True
Cực kỳ sản phẩm không đúng mô tả tại laptop store... 😡,False
"Rất tôi sẽ quay lại, prompt response!! 🙂",True
"quá hỗ trợ chậm, buggy app",False
easy to use app at their store! 🙂,True
very slow at their site!! 👎,False
I will come back at the service... ✨,True
Cực kỳ thái độ phục vụ kém tại delivery service!,False
"Bảo hành chu đáo, super helpful support...",True
"trải nghiệm kém, hard to contact! 💢",False
Excellent quality at this store!!,True
"Quá giao hàng chậm, painful warranty!",False
"thật sự nhân viên thân thiện, careful packaging...",True
"Cực kỳ sản phẩm không đúng mô tả, hard to contact",False
Very satisfied at the site!,True
"Rất trải nghiệm kém, rude service! 🤦",False
excellent quality at their site!!,True
Overpriced at the site. 😞,False
reliable warranty at this app! 😃,True
"cực kỳ sản phẩm không đúng mô tả, not worth it!!",False
Careful packaging at this service ✨,True
not worth it at their store... 🤦,False
siêu đáng tiền tại customer service!!,True
"Siêu rất hài lòng, excellent quality.",True
Great service at this service... 👍,True
Cực kỳ chậm trễ tại hotel.,False
bảo hành chu đáo tại quán cà phê,True
"Rất khuyến mãi hấp dẫn, I will come back 👍",True
"rất hỗ trợ nhanh chóng, super helpful support... ✨",True
Rất ứng dụng hay bị lỗi tại mobile app!!,False
"Rất khuyến mãi hấp dẫn, worth the money!",True
Never using again at the app,False
careful packaging at this app.,True
Rất giao hàng chậm tại online shop... 👎,False
awesome deal at the app.,True
"Rất liên hệ khó khăn, poor quality!!",False
quá đáng tiền tại ứng dụng đặt xe! 😃,True
quá liên hệ khó khăn tại website thương mại điện tử,False
"thật sự trải nghiệm mượt mà, I will come back! 🙂",True
"bảo hành phiền phức, not worth it. 😩",False
rất chất lượng tuyệt vời tại trung tâm bảo hành!,True
thật sự đóng gói sơ sài tại ứng dụng đặt xe... 👎,False
Quá nhân viên thân thiện tại nhà hàng!!,True
"Cực kỳ liên hệ khó khăn, bad packaging...",False
"Cực kỳ bảo hành phiền phức, terrible experience... 💢",False
bad packaging at the app! 🤦,False
"Chất lượng tuyệt vời, awesome deal!! 💯",True
buggy app at their service.,False
Siêu đóng gói cẩn thận tại online shop!!,True
"cực kỳ giá quá cao, buggy app. 💢",False
Siêu khuyến mãi hấp dẫn tại customer service!,True
Buggy app at their app!!,False
reliable warranty at this app 😃,True
"quá trải nghiệm kém, terrible experience! 💢",False
quá hỗ trợ nhanh chóng tại hotel!! ✨,True
Rất không đáng tiền tại delivery service...,False
"Quá trải nghiệm mượt mà, prompt response",True
Rất giá quá cao tại customer service...,False
siêu giao hàng nhanh tại customer service.,True
"Quá bảo hành phiền phức, very disappointed. 💢",False
"Quá dịch vụ rất tốt, reasonable price!! 👍",True
cực kỳ trải nghiệm kém tại nhà hàng,False
friendly staff at their store...,True
"cực kỳ bảo hành phiền phức, very disappointed!!",False
"Quá nhân viên thân thiện, excellent quality!",True
"Sản phẩm không đúng mô tả, bad packaging 💢",False
thật sự ứng dụng dễ dùng tại banking app.,True
very disappointed at the store. 😞,False
Bad packaging at the service! 😡,False
Painful warranty at their service!!,False
rất hỗ trợ nhanh chóng tại website thương mại điện tử...,True
thật sự chậm trễ tại siêu thị!,False
Trải nghiệm mượt mà tại website thương mại điện tử!! 🙂,True
Laggy experience at the site!,False
"Rất dịch vụ rất tốt, fast delivery!",True
Thật sự giá quá cao tại quán cà phê,False
"quá bảo hành chu đáo, excellent quality.",True
awesome deal at their app! 👍,True
khuyến mãi hấp dẫn tại customer service.,True
Terrible experience at the site 👎,False
careful packaging at this service!,True
"rất liên hệ khó khăn, very disappointed. 🤦",False
"Sản phẩm đúng mô tả, careful packaging",True
"Quá bảo hành phiền phức, late delivery.",False
Rất tôi sẽ quay lại tại nhà hàng,True
rất ứng dụng hay bị lỗi tại siêu thị!!,False
"Rất rất hài lòng, prompt response...",True
"Quá chất lượng kém, late delivery... 💢",False
Reliable warranty at their service,True
Cực kỳ đóng gói sơ sài tại cửa hàng điện thoại!,False
rất rất hài lòng tại siêu thị.,True
"cực kỳ giá quá cao, never using again!",False
"Quá chất lượng tuyệt vời, super helpful support...",True
"Thật sự giao hàng nhanh, I will come back!!",True
bad packaging at their app. 😡,False
rất giá quá cao tại nhà hàng.,False
thật sự bảo hành chu đáo tại delivery service.,True
Overpriced at their app! 👎,False
worth the money at this store...,True
Quá sẽ không bao giờ dùng nữa tại customer service!,False
"rất đóng gói cẩn thận, worth the money",True
"thật sự liên hệ khó khăn, slow support",False
"quá ứng dụng dễ dùng, reliable warranty!",True
Thật sự liên hệ khó khăn tại cinema!,False
"siêu sản phẩm đúng mô tả, matches the description... 🙂",True
Không đáng tiền tại cửa hàng điện thoại...,False
"Quá phản hồi kịp thời, prompt response...",True
"Rất thất vọng, poor quality 😡",False
Quá trải nghiệm mượt mà tại hotel! 😃,True
buggy app at this service!!,False
"quá đóng gói cẩn thận, super helpful support",True
late delivery at this app!,False
quá dịch vụ rất tốt tại siêu thị... ✨,True
"rất thái độ phục vụ kém, very disappointed... 😩",False
matches the description at the app... 👍,True
Không đáng tiền tại hotel!,False
"Thật sự đáng tiền, prompt response.",True
rất hỗ trợ chậm tại cinema...,False
reliable warranty at this app 😃,True
"cực kỳ giá quá cao, very slow...",False
quá đáng tiền tại trung tâm bảo hành!! 🙂,True
painful warranty at the app!!,False
"giao hàng nhanh, fast delivery",True
