Text,Label
Superb quality restaurant and excellent performance.,True
Superb quality plan and excellent performance. Definitely worth the price.,True
Terrible blender! I don't recommend it. Save your money.,False
The microphone failed to meet my expectations.,False
The tool set exceeded my expectations in every way.,True
Brilliant experience with the template; would buy again.,True
I'm delighted with this stylus; five stars.,True
The earbuds exceeded my expectations in every way.,True
Fantastic charger! Highly recommended to everyone. Definitely worth the price.,True
I'm delighted with this chair; five stars.,True
Impressive plugin. Smooth and reliable.,True
Unimpressive smartwatch. Clunky and unreliable.,False
Terrible hotel! I don't recommend it.,False
Unimpressive backpack. Clunky and unreliable.,False
Terrible yoga mat! I don't recommend it.,False
The desk exceeded my expectations in every way.,True
Terrible course module! I don't recommend it. Save your money.,False
The plugin exceeded my expectations in every way.,True
The keyboard made my day; totally worth it.,True
The dashboard made my day; totally worth it. Definitely worth the price.,True
This lawn mower is great—I'm very satisfied with it.,True
The earbuds ruined my day; not worth it.,False
Bad experience with the desk; would not buy again. Save your money.,False
Impressive course. Smooth and reliable.,True
Terrible API! I don't recommend it.,False
I absolutely hate the earbuds; it barely works.,False
Unimpressive subscription. Clunky and unreliable. Save your money.,False
I absolutely hate the TV; it barely works.,False
Fantastic restaurant! Highly recommended to everyone.,True
Unimpressive bundle. Clunky and unreliable.,False
The microphone failed to meet my expectations.,False
The course module ruined my day; not worth it.,False
This tablet is awful—I'm very disappointed. Save your money.,False
What an unpleasant surprise; the dashboard is terrible.,False
The charger ruined my day; not worth it.,False
Superb quality router and excellent performance. Definitely worth the price.,True
"I'm delighted with this washing machine, five stars.",True
Impressive API. Smooth and reliable.,True
This theme park is great—I'm very satisfied with it.,True
"What a pleasant surprise, the coffee maker is outstanding.",True
Fantastic stylus! Highly recommended to everyone.,True
This mattress is great—I'm very satisfied with it.,True
The coffee maker failed to meet my expectations. Save your money.,False
I'm frustrated with this smartwatch; one star.,False
I absolutely love the mattress; it works perfectly.,True
Impressive hotel. Smooth and reliable.,True
The chair ruined my day; not worth it.,False
The tutorial exceeded my expectations in every way.,True
I absolutely love the museum; it works perfectly.,True
The charger exceeded my expectations in every way. Definitely worth the price.,True
The movie ticket ruined my day; not worth it.,False
I'm frustrated with this template; one star.,False
What an unpleasant surprise; the mattress is terrible.,False
What a pleasant surprise; the washing machine is outstanding.,True
Unimpressive TV. Clunky and unreliable. Save your money.,False
Impressive coffee maker. Smooth and reliable.,True
The GPU exceeded my expectations in every way.,True
Fantastic earbuds! Highly recommended to everyone.,True
Brilliant experience with the toaster; would buy again.,True
I'm frustrated with this tripod; one star.,False
Bad experience with the yoga mat; would not buy again. Save your money.,False
Fantastic tripod! Highly recommended to everyone.,True
I'm delighted with this restaurant; five stars.,True
This theme park is great—I'm very satisfied with it.,True
I absolutely hate the stylus; it barely works.,False
Poor quality flight and terrible performance. Save your money.,False
Poor quality toaster and terrible performance.,False
Terrible movie ticket! I don't recommend it.,False
"What an unpleasant surprise, the blender is terrible. Save your money.",False
Terrible power bank! I don't recommend it.,False
What a pleasant surprise; the smartwatch is outstanding. Definitely worth the price.,True
The book ruined my day; not worth it.,False
I'm delighted with this charger; five stars. Definitely worth the price.,True
"The movie ticket made my day, totally worth it. Definitely worth the price.",True
The tutorial ruined my day; not worth it. Save your money.,False
Poor quality extension and terrible performance. Save your money.,False
Superb quality smartwatch and excellent performance. Definitely worth the price.,True
Superb quality restaurant and excellent performance.,True
This chair is great—I'm very satisfied with it.,True
What a pleasant surprise; the keyboard is outstanding. Definitely worth the price.,True
What an unpleasant surprise; the tripod is terrible.,False
I'm delighted with this car rental; five stars.,True
Poor quality book and terrible performance.,False
Superb quality GPU and excellent performance. Definitely worth the price.,True
Impressive gift card. Smooth and reliable. Definitely worth the price.,True
"I'm frustrated with this monitor, one star. Save your money.",False
The blender exceeded my expectations in every way.,True
Impressive tablet. Smooth and reliable.,True
"I absolutely love the router, it works perfectly.",True
I absolutely love the microwave; it works perfectly.,True
Bad experience with the backpack; would not buy again.,False
The museum ruined my day; not worth it.,False
I'm delighted with this restaurant; five stars.,True
Superb quality camera and excellent performance. Definitely worth the price.,True
Impressive template. Smooth and reliable.,True
Brilliant experience with the charger; would buy again. Definitely worth the price.,True
The washing machine failed to meet my expectations.,False
Poor quality headphones and terrible performance.,False
Unimpressive camera lens. Clunky and unreliable.,False
Superb quality support team and excellent performance.,True
I absolutely love the backpack; it works perfectly.,True
Superb quality chair and excellent performance.,True
Fantastic charger! Highly recommended to everyone.,True
Terrible tool set! I don't recommend it.,False
Poor quality printer and terrible performance. Save your money.,False
The theme ruined my day; not worth it.,False
This charger is awful—I'm very disappointed. Save your money.,False
Poor quality book and terrible performance.,False
This battery is great—I'm very satisfied with it.,True
Superb quality book and excellent performance.,True
The movie exceeded my expectations in every way. Definitely worth the price.,True
Terrible CPU! I don't recommend it. Save your money.,False
I absolutely hate the helmet; it barely works.,False
Impressive headphones. Smooth and reliable.,True
I'm frustrated with this tripod; one star.,False
This extension is great—I'm very satisfied with it.,True
"The blender ruined my day, not worth it.",False
The yoga mat failed to meet my expectations. Save your money.,False
Impressive library. Smooth and reliable.,True
This plan is awful—I'm very disappointed.,False
This software update is great—I'm very satisfied with it. Definitely worth the price.,True
I absolutely hate the headphones; it barely works.,False
The lawn mower ruined my day; not worth it. Save your money.,False
I absolutely love the coffee maker; it works perfectly.,True
The headphones exceeded my expectations in every way.,True
Superb quality plan and excellent performance.,True
Brilliant experience with the stylus; would buy again.,True
This battery is great—I'm very satisfied with it. Definitely worth the price.,True
Superb quality printer and excellent performance.,True
The vacuum failed to meet my expectations.,False
Impressive tripod. Smooth and reliable.,True
What an unpleasant surprise; the camera is terrible. Save your money.,False
Bad experience with the GPU; would not buy again. Save your money.,False
The backpack exceeded my expectations in every way.,True
What a pleasant surprise; the SSD is outstanding.,True
"I'm frustrated with this washing machine, one star. Save your money.",False
I'm delighted with this plan; five stars.,True
Unimpressive helmet. Clunky and unreliable. Save your money.,False
Fantastic support team! Highly recommended to everyone.,True
The toaster failed to meet my expectations. Save your money.,False
"I absolutely love the earbuds, it works perfectly.",True
I absolutely hate the mattress; it barely works.,False
"I'm frustrated with this hotel, one star.",False
This theme is awful—I'm very disappointed.,False
This headphones is awful—I'm very disappointed. Save your money.,False
"I'm frustrated with this jacket, one star.",False
What a pleasant surprise; the helmet is outstanding.,True
What a pleasant surprise; the dashboard is outstanding. Definitely worth the price.,True
Unimpressive movie ticket. Clunky and unreliable.,False
What an unpleasant surprise; the flight is terrible. Save your money.,False
Impressive printer. Smooth and reliable.,True
The drill ruined my day; not worth it.,False
Brilliant experience with the backpack; would buy again. Definitely worth the price.,True
Unimpressive restaurant. Clunky and unreliable.,False
What a pleasant surprise; the museum is outstanding.,True
This tablet is great—I'm very satisfied with it.,True
I absolutely hate the bicycle; it barely works.,False
What an unpleasant surprise; the game is terrible.,False
I'm delighted with this phone; five stars.,True
Terrible game! I don't recommend it.,False
Brilliant experience with the tablet; would buy again.,True
Fantastic microphone! Highly recommended to everyone.,True
I absolutely love the theme; it works perfectly. Definitely worth the price.,True
The mattress made my day; totally worth it.,True
This jacket is awful—I'm very disappointed.,False
Fantastic game! Highly recommended to everyone.,True
Fantastic laptop! Highly recommended to everyone.,True
Impressive blender. Smooth and reliable. Definitely worth the price.,True
"I absolutely hate the feature, it barely works.",False
I absolutely love the pillow; it works perfectly.,True
I'm delighted with this extension; five stars.,True
I absolutely hate the template; it barely works.,False
The tablet exceeded my expectations in every way. Definitely worth the price.,True
I'm delighted with this theme park; five stars.,True
Unimpressive plan. Clunky and unreliable. Save your money.,False
The webcam exceeded my expectations in every way.,True
The fridge exceeded my expectations in every way.,True
Impressive tool set. Smooth and reliable.,True
Poor quality router and terrible performance.,False
The headphones exceeded my expectations in every way.,True
Impressive tripod. Smooth and reliable.,True
I'm frustrated with this movie; one star.,False
Impressive monitor. Smooth and reliable. Definitely worth the price.,True
Unimpressive stylus. Clunky and unreliable.,False
The tripod exceeded my expectations in every way. Definitely worth the price.,True
I absolutely hate the car rental; it barely works.,False
The helmet exceeded my expectations in every way.,True
The jacket failed to meet my expectations.,False
"What an unpleasant surprise, the pillow is terrible.",False
"The plugin ruined my day, not worth it.",False
The toaster ruined my day; not worth it. Save your money.,False
What an unpleasant surprise; the washing machine is terrible.,False
This coffee maker is great—I'm very satisfied with it.,True
The headphones exceeded my expectations in every way.,True
This camera is awful—I'm very disappointed.,False
Terrible plugin! I don't recommend it.,False
"Bad experience with the template, would not buy again.",False
I'm frustrated with this monitor; one star. Save your money.,False
This car rental is awful—I'm very disappointed. Save your money.,False
The stylus made my day; totally worth it. Definitely worth the price.,True
The tutorial made my day; totally worth it.,True
Bad experience with the TV; would not buy again. Save your money.,False
Terrible delivery! I don't recommend it. Save your money.,False
I'm frustrated with this tripod; one star. Save your money.,False
"I absolutely hate the framework, it barely works.",False
The monitor failed to meet my expectations. Save your money.,False
"I absolutely love the book, it works perfectly. Definitely worth the price.",True
I'm frustrated with this router; one star. Save your money.,False
The game made my day; totally worth it.,True
Fantastic desk! Highly recommended to everyone.,True
Brilliant experience with the API; would buy again.,True
Unimpressive plugin. Clunky and unreliable.,False
Bad experience with the tablet; would not buy again.,False
The feature exceeded my expectations in every way.,True
Superb quality tripod and excellent performance.,True
The battery failed to meet my expectations.,False
The plan made my day; totally worth it. Definitely worth the price.,True
Brilliant experience with the phone; would buy again. Definitely worth the price.,True
What a pleasant surprise; the fridge is outstanding.,True
"I absolutely hate the grill, it barely works.",False
Superb quality museum and excellent performance.,True
Brilliant experience with the service; would buy again.,True
Superb quality gift card and excellent performance.,True
"I absolutely hate the delivery, it barely works.",False
Terrible fridge! I don't recommend it.,False
Fantastic service plan! Highly recommended to everyone.,True
Brilliant experience with the dashboard; would buy again.,True
This course module is great—I'm very satisfied with it. Definitely worth the price.,True
I absolutely hate the library; it barely works.,False
Fantastic desk! Highly recommended to everyone.,True
The book made my day; totally worth it. Definitely worth the price.,True
"Bad experience with the service plan, would not buy again.",False
Poor quality hotel and terrible performance. Save your money.,False
The tutorial exceeded my expectations in every way. Definitely worth the price.,True
Unimpressive backpack. Clunky and unreliable.,False
Brilliant experience with the microphone; would buy again.,True
Bad experience with the plan; would not buy again. Save your money.,False
Superb quality theme park and excellent performance.,True
"The watch made my day, totally worth it.",True
I'm delighted with this feature; five stars. Definitely worth the price.,True
I absolutely hate the earbuds; it barely works. Save your money.,False
What a pleasant surprise; the plugin is outstanding.,True
This blender is awful—I'm very disappointed. Save your money.,False
Unimpressive ebook. Clunky and unreliable.,False
The flight failed to meet my expectations. Save your money.,False
Poor quality microwave and terrible performance.,False
I absolutely hate the headphones; it barely works.,False
The CPU failed to meet my expectations. Save your money.,False
Impressive monitor. Smooth and reliable.,True
The grill ruined my day; not worth it. Save your money.,False
Superb quality library and excellent performance. Definitely worth the price.,True
What a pleasant surprise; the backpack is outstanding. Definitely worth the price.,True
What an unpleasant surprise; the stylus is terrible.,False
Superb quality monitor and excellent performance.,True
The extension ruined my day; not worth it. Save your money.,False
Fantastic service! Highly recommended to everyone.,True
What an unpleasant surprise; the bicycle is terrible. Save your money.,False
"The game ruined my day, not worth it.",False
This monitor is great—I'm very satisfied with it. Definitely worth the price.,True
Brilliant experience with the framework; would buy again.,True
Poor quality power bank and terrible performance.,False
This lamp is awful—I'm very disappointed.,False
The course made my day; totally worth it.,True
I absolutely love the course; it works perfectly.,True
Fantastic microwave! Highly recommended to everyone.,True
"I'm frustrated with this plugin, one star.",False
I absolutely hate the tablet; it barely works. Save your money.,False
This charger is awful—I'm very disappointed.,False
Fantastic bundle! Highly recommended to everyone. Definitely worth the price.,True
What a pleasant surprise; the tutorial is outstanding.,True
Terrible gift card! I don't recommend it. Save your money.,False
Poor quality tripod and terrible performance. Save your money.,False
Terrible camera! I don't recommend it.,False
Fantastic washing machine! Highly recommended to everyone.,True
The dashboard exceeded my expectations in every way.,True
This support team is great—I'm very satisfied with it.,True
Brilliant experience with the headphones; would buy again.,True
The treadmill made my day; totally worth it.,True
Brilliant experience with the delivery; would buy again. Definitely worth the price.,True
Unimpressive vacuum. Clunky and unreliable.,False
The camera failed to meet my expectations.,False
Fantastic support team! Highly recommended to everyone. Definitely worth the price.,True
I'm frustrated with this router; one star. Save your money.,False
"What a pleasant surprise, the backpack is outstanding.",True
This theme park is awful—I'm very disappointed. Save your money.,False
I'm frustrated with this theme; one star.,False
Brilliant experience with the CPU; would buy again.,True
What a pleasant surprise; the pillow is outstanding.,True
I'm frustrated with this dashboard; one star.,False
Superb quality laptop and excellent performance.,True
I absolutely love the printer; it works perfectly.,True
This router is great—I'm very satisfied with it.,True
I'm delighted with this API; five stars. Definitely worth the price.,True
I absolutely hate the subscription; it barely works.,False
The lawn mower failed to meet my expectations.,False
The library made my day; totally worth it.,True
Unimpressive treadmill. Clunky and unreliable. Save your money.,False
Poor quality charger and terrible performance. Save your money.,False
Impressive camera. Smooth and reliable. Definitely worth the price.,True
Brilliant experience with the plugin; would buy again.,True
This template is awful—I'm very disappointed.,False
What a pleasant surprise; the printer is outstanding.,True
Superb quality watch and excellent performance. Definitely worth the price.,True
Superb quality plugin and excellent performance.,True
Terrible watch! I don't recommend it.,False
Terrible desk! I don't recommend it.,False
Terrible tool set! I don't recommend it.,False
Unimpressive API. Clunky and unreliable.,False
Terrible microwave! I don't recommend it.,False
The microphone exceeded my expectations in every way.,True
Impressive blender. Smooth and reliable.,True
Terrible app! I don't recommend it.,False
The course module failed to meet my expectations. Save your money.,False
Bad experience with the printer; would not buy again.,False
I'm frustrated with this drill; one star.,False
Fantastic backpack! Highly recommended to everyone.,True
Fantastic battery! Highly recommended to everyone. Definitely worth the price.,True
"The service plan ruined my day, not worth it.",False
"What an unpleasant surprise, the drill is terrible.",False
Brilliant experience with the microwave; would buy again.,True
I'm frustrated with this pillow; one star.,False
I'm delighted with this extension; five stars. Definitely worth the price.,True
Fantastic keyboard! Highly recommended to everyone.,True
The tutorial ruined my day; not worth it.,False
What a pleasant surprise; the helmet is outstanding. Definitely worth the price.,True
Superb quality bundle and excellent performance.,True
Poor quality grill and terrible performance.,False
The speaker exceeded my expectations in every way.,True
What a pleasant surprise; the flight is outstanding.,True
The GPU made my day; totally worth it.,True
Terrible keyboard! I don't recommend it.,False
I absolutely love the coffee maker; it works perfectly.,True
The tool set made my day; totally worth it.,True
The charger made my day; totally worth it. Definitely worth the price.,True
Terrible watch! I don't recommend it. Save your money.,False
Poor quality service and terrible performance.,False
Brilliant experience with the keyboard; would buy again. Definitely worth the price.,True
"I absolutely love the ebook, it works perfectly.",True
I absolutely hate the chair; it barely works.,False
The camera exceeded my expectations in every way. Definitely worth the price.,True
I'm delighted with this restaurant; five stars. Definitely worth the price.,True
What an unpleasant surprise; the plugin is terrible.,False
Poor quality software update and terrible performance. Save your money.,False
Terrible camera! I don't recommend it. Save your money.,False
I absolutely love the dashboard; it works perfectly.,True
"Brilliant experience with the flight, would buy again.",True
Bad experience with the theme; would not buy again.,False
This delivery is awful—I'm very disappointed.,False
The mattress exceeded my expectations in every way.,True
"The SSD ruined my day, not worth it.",False
The washing machine failed to meet my expectations.,False
This gift card is great—I'm very satisfied with it.,True
What a pleasant surprise; the charger is outstanding.,True
I absolutely hate the theme; it barely works. Save your money.,False
I'm delighted with this phone; five stars.,True
"Brilliant experience with the grill, would buy again.",True
"The helmet ruined my day, not worth it. Save your money.",False
"I'm frustrated with this CPU, one star. Save your money.",False
Terrible fridge! I don't recommend it.,False
This helmet is awful—I'm very disappointed.,False
Superb quality grill and excellent performance.,True
This camera lens is great—I'm very satisfied with it.,True
Superb quality course module and excellent performance.,True
Impressive drill. Smooth and reliable.,True
"I'm frustrated with this movie ticket, one star.",False
The theme park ruined my day; not worth it.,False
I'm frustrated with this restaurant; one star. Save your money.,False
This tutorial is great—I'm very satisfied with it.,True
I'm delighted with this museum; five stars.,True
I'm frustrated with this headphones; one star.,False
"I absolutely love the drill, it works perfectly.",True
Superb quality fridge and excellent performance. Definitely worth the price.,True
I absolutely hate the service plan; it barely works. Save your money.,False
The lawn mower made my day; totally worth it. Definitely worth the price.,True
Terrible yoga mat! I don't recommend it.,False
The smartwatch ruined my day; not worth it. Save your money.,False
This service plan is great—I'm very satisfied with it. Definitely worth the price.,True
The coffee maker ruined my day; not worth it. Save your money.,False
Fantastic tablet! Highly recommended to everyone.,True
Terrible desk! I don't recommend it. Save your money.,False
I'm frustrated with this software update; one star.,False
I'm delighted with this washing machine; five stars.,True
I absolutely love the plan; it works perfectly.,True
I'm frustrated with this game; one star. Save your money.,False
The yoga mat ruined my day; not worth it.,False
Brilliant experience with the delivery; would buy again.,True
I absolutely love the lamp; it works perfectly. Definitely worth the price.,True
The movie made my day; totally worth it.,True
The tablet exceeded my expectations in every way.,True
Fantastic gift card! Highly recommended to everyone.,True
"The API ruined my day, not worth it.",False
The phone exceeded my expectations in every way. Definitely worth the price.,True
Unimpressive vacuum. Clunky and unreliable. Save your money.,False
Fantastic fridge! Highly recommended to everyone.,True
The router failed to meet my expectations. Save your money.,False
Fantastic phone! Highly recommended to everyone.,True
Brilliant experience with the headphones; would buy again.,True
This template is great—I'm very satisfied with it. Definitely worth the price.,True
Fantastic battery! Highly recommended to everyone.,True
What a pleasant surprise; the CPU is outstanding.,True
This pillow is awful—I'm very disappointed.,False
Fantastic flight! Highly recommended to everyone.,True
What a pleasant surprise; the headphones is outstanding. Definitely worth the price.,True
The plugin failed to meet my expectations. Save your money.,False
Terrible tablet! I don't recommend it.,False
Brilliant experience with the earbuds; would buy again.,True
What a pleasant surprise; the tool set is outstanding. Definitely worth the price.,True
The gift card failed to meet my expectations.,False
Fantastic bundle! Highly recommended to everyone.,True
Terrible service! I don't recommend it. Save your money.,False
"I'm frustrated with this phone, one star.",False
"I'm delighted with this subscription, five stars.",True
"I'm delighted with this museum, five stars.",True
Poor quality smartwatch and terrible performance. Save your money.,False
Terrible movie! I don't recommend it. Save your money.,False
Brilliant experience with the hotel; would buy again. Definitely worth the price.,True
Bad experience with the framework; would not buy again. Save your money.,False
The desk ruined my day; not worth it.,False
The restaurant made my day; totally worth it.,True
The course module failed to meet my expectations. Save your money.,False
The tripod made my day; totally worth it.,True
What an unpleasant surprise; the API is terrible. Save your money.,False
Unimpressive service plan. Clunky and unreliable.,False
I absolutely love the toaster; it works perfectly.,True
Fantastic bundle! Highly recommended to everyone.,True
The power bank made my day; totally worth it.,True
Terrible ebook! I don't recommend it. Save your money.,False
Poor quality API and terrible performance.,False
Poor quality TV and terrible performance. Save your money.,False
I'm frustrated with this headphones; one star.,False
Poor quality pillow and terrible performance. Save your money.,False
Superb quality dashboard and excellent performance.,True
Brilliant experience with the template; would buy again.,True
"Brilliant experience with the hotel, would buy again.",True
The bundle failed to meet my expectations.,False
The drill ruined my day; not worth it.,False
Fantastic headphones! Highly recommended to everyone. Definitely worth the price.,True
This backpack is awful—I'm very disappointed.,False
Impressive museum. Smooth and reliable.,True
"What a pleasant surprise, the speaker is outstanding. Definitely worth the price.",True
This drill is great—I'm very satisfied with it.,True
Brilliant experience with the lamp; would buy again.,True
Brilliant experience with the service plan; would buy again.,True
Terrible lamp! I don't recommend it.,False
Unimpressive router. Clunky and unreliable.,False
The movie ruined my day; not worth it. Save your money.,False
Superb quality tablet and excellent performance.,True
Bad experience with the car rental; would not buy again.,False
I absolutely love the support team; it works perfectly.,True
Unimpressive yoga mat. Clunky and unreliable.,False
Fantastic support team! Highly recommended to everyone. Definitely worth the price.,True
I'm delighted with this webcam; five stars.,True
What an unpleasant surprise; the TV is terrible. Save your money.,False
Fantastic framework! Highly recommended to everyone. Definitely worth the price.,True
Poor quality game and terrible performance.,False
I'm frustrated with this gift card; one star.,False
What an unpleasant surprise; the drill is terrible. Save your money.,False
What a pleasant surprise; the app is outstanding.,True
The GPU made my day; totally worth it.,True
Unimpressive helmet. Clunky and unreliable.,False
Terrible movie ticket! I don't recommend it.,False
This microwave is awful—I'm very disappointed.,False
Terrible jacket! I don't recommend it. Save your money.,False
Brilliant experience with the theme park; would buy again.,True
I'm frustrated with this treadmill; one star.,False
Impressive tutorial. Smooth and reliable.,True
Impressive tool set. Smooth and reliable.,True
The plan ruined my day; not worth it.,False
What an unpleasant surprise; the ebook is terrible.,False
The course module exceeded my expectations in every way. Definitely worth the price.,True
What a pleasant surprise; the desk is outstanding. Definitely worth the price.,True
Fantastic course module! Highly recommended to everyone.,True
The dashboard made my day; totally worth it. Definitely worth the price.,True
"I'm frustrated with this subscription, one star.",False
Terrible support team! I don't recommend it.,False
What an unpleasant surprise; the laptop is terrible. Save your money.,False
Superb quality gift card and excellent performance. Definitely worth the price.,True
This course is awful—I'm very disappointed. Save your money.,False
Superb quality grill and excellent performance. Definitely worth the price.,True
Superb quality headphones and excellent performance.,True
Fantastic bicycle! Highly recommended to everyone.,True
I'm delighted with this subscription; five stars. Definitely worth the price.,True
The microwave exceeded my expectations in every way.,True
The washing machine ruined my day; not worth it.,False
Poor quality tablet and terrible performance.,False
Fantastic support team! Highly recommended to everyone.,True
Bad experience with the battery; would not buy again. Save your money.,False
Terrible fridge! I don't recommend it.,False
I absolutely hate the support team; it barely works. Save your money.,False
What an unpleasant surprise; the theme is terrible.,False
This charger is great—I'm very satisfied with it.,True
The TV failed to meet my expectations.,False
Unimpressive CPU. Clunky and unreliable. Save your money.,False
Poor quality lamp and terrible performance.,False
What a pleasant surprise; the gift card is outstanding.,True
"The museum made my day, totally worth it.",True
What a pleasant surprise; the restaurant is outstanding.,True
I absolutely hate the watch; it barely works. Save your money.,False
"I'm delighted with this chair, five stars.",True
The pillow failed to meet my expectations.,False
Superb quality grill and excellent performance.,True
I absolutely hate the battery; it barely works. Save your money.,False
Poor quality vacuum and terrible performance. Save your money.,False
Superb quality camera and excellent performance.,True
I absolutely love the blender; it works perfectly. Definitely worth the price.,True
"The support team ruined my day, not worth it.",False
I absolutely hate the extension; it barely works. Save your money.,False
This camera lens is awful—I'm very disappointed.,False
The chair failed to meet my expectations.,False
Brilliant experience with the course module; would buy again.,True
I'm frustrated with this tool set; one star.,False
Unimpressive SSD. Clunky and unreliable. Save your money.,False
Impressive dashboard. Smooth and reliable. Definitely worth the price.,True
Terrible game! I don't recommend it. Save your money.,False
Fantastic helmet! Highly recommended to everyone.,True
"The charger ruined my day, not worth it.",False
Bad experience with the ebook; would not buy again.,False
The tutorial made my day; totally worth it.,True
Poor quality lamp and terrible performance.,False
"What a pleasant surprise, the tripod is outstanding.",True
I absolutely love the phone; it works perfectly.,True
Impressive course. Smooth and reliable.,True
Bad experience with the stylus; would not buy again.,False
Bad experience with the restaurant; would not buy again.,False
What an unpleasant surprise; the mattress is terrible.,False
I'm delighted with this car rental; five stars.,True
Brilliant experience with the hotel; would buy again. Definitely worth the price.,True
Poor quality headphones and terrible performance.,False
"The movie ticket ruined my day, not worth it.",False
I absolutely love the webcam; it works perfectly. Definitely worth the price.,True
Superb quality mattress and excellent performance.,True
"Brilliant experience with the printer, would buy again.",True
This theme park is great—I'm very satisfied with it.,True
I'm frustrated with this book; one star.,False
Fantastic subscription! Highly recommended to everyone.,True
Fantastic framework! Highly recommended to everyone.,True
Unimpressive hotel. Clunky and unreliable. Save your money.,False
I absolutely hate the delivery; it barely works.,False
Fantastic feature! Highly recommended to everyone.,True
"Brilliant experience with the laptop, would buy again.",True
What an unpleasant surprise; the earbuds is terrible.,False
Fantastic grill! Highly recommended to everyone.,True
This printer is awful—I'm very disappointed.,False
I'm delighted with this laptop; five stars.,True
I'm delighted with this app; five stars.,True
The jacket failed to meet my expectations.,False
What an unpleasant surprise; the library is terrible.,False
The theme made my day; totally worth it.,True
This GPU is awful—I'm very disappointed. Save your money.,False
This microphone is awful—I'm very disappointed.,False
Superb quality stylus and excellent performance.,True
Terrible microphone! I don't recommend it.,False
The smartwatch failed to meet my expectations. Save your money.,False
This hotel is awful—I'm very disappointed. Save your money.,False
I'm frustrated with this mattress; one star.,False
"The speaker made my day, totally worth it.",True
I'm delighted with this GPU; five stars.,True
The hotel exceeded my expectations in every way.,True
Unimpressive bicycle. Clunky and unreliable. Save your money.,False
I'm delighted with this gift card; five stars.,True
The dashboard exceeded my expectations in every way. Definitely worth the price.,True
I absolutely hate the grill; it barely works. Save your money.,False
This bundle is awful—I'm very disappointed.,False
Unimpressive webcam. Clunky and unreliable.,False
The jacket failed to meet my expectations. Save your money.,False
The watch ruined my day; not worth it.,False
Fantastic ebook! Highly recommended to everyone.,True
The smartwatch ruined my day; not worth it.,False
Unimpressive movie. Clunky and unreliable.,False
Brilliant experience with the chair; would buy again.,True
This camera lens is awful—I'm very disappointed.,False
The framework made my day; totally worth it.,True
Brilliant experience with the keyboard; would buy again. Definitely worth the price.,True
"What an unpleasant surprise, the ebook is terrible.",False
Brilliant experience with the dashboard; would buy again. Definitely worth the price.,True
I'm delighted with this washing machine; five stars.,True
The tutorial exceeded my expectations in every way.,True
I'm delighted with this phone; five stars.,True
Impressive ebook. Smooth and reliable. Definitely worth the price.,True
What a pleasant surprise; the vacuum is outstanding.,True
What an unpleasant surprise; the microphone is terrible.,False
This hotel is awful—I'm very disappointed.,False
I'm delighted with this delivery; five stars. Definitely worth the price.,True
Terrible drill! I don't recommend it.,False
Terrible phone! I don't recommend it.,False
What an unpleasant surprise; the coffee maker is terrible.,False
What a pleasant surprise; the ebook is outstanding.,True
Fantastic microphone! Highly recommended to everyone.,True
The extension ruined my day; not worth it. Save your money.,False
This CPU is great—I'm very satisfied with it.,True
The backpack failed to meet my expectations. Save your money.,False
Unimpressive monitor. Clunky and unreliable. Save your money.,False
Unimpressive SSD. Clunky and unreliable.,False
"What a pleasant surprise, the restaurant is outstanding. Definitely worth the price.",True
Unimpressive yoga mat. Clunky and unreliable.,False
Poor quality printer and terrible performance. Save your money.,False
I absolutely hate the movie ticket; it barely works. Save your money.,False
The lawn mower ruined my day; not worth it.,False
"I'm frustrated with this delivery, one star. Save your money.",False
Impressive charger. Smooth and reliable.,True
I absolutely love the hotel; it works perfectly.,True
Brilliant experience with the theme; would buy again.,True
I'm delighted with this plan; five stars. Definitely worth the price.,True
Superb quality smartwatch and excellent performance. Definitely worth the price.,True
This tablet is awful—I'm very disappointed. Save your money.,False
What a pleasant surprise; the service is outstanding.,True
I'm frustrated with this template; one star. Save your money.,False
The course module exceeded my expectations in every way.,True
"I absolutely love the hotel, it works perfectly. Definitely worth the price.",True
This tablet is awful—I'm very disappointed. Save your money.,False
This jacket is awful—I'm very disappointed.,False
What an unpleasant surprise; the course is terrible.,False
The drill exceeded my expectations in every way.,True
Terrible feature! I don't recommend it.,False
Brilliant experience with the yoga mat; would buy again.,True
What an unpleasant surprise; the watch is terrible. Save your money.,False
What an unpleasant surprise; the microphone is terrible. Save your money.,False
Brilliant experience with the movie; would buy again. Definitely worth the price.,True
Bad experience with the tablet; would not buy again.,False
Superb quality toaster and excellent performance. Definitely worth the price.,True
The printer made my day; totally worth it.,True
I absolutely love the battery; it works perfectly.,True
I absolutely hate the blender; it barely works.,False
Fantastic subscription! Highly recommended to everyone.,True
I absolutely love the speaker; it works perfectly.,True
Poor quality washing machine and terrible performance.,False
"I'm delighted with this keyboard, five stars. Definitely worth the price.",True
The keyboard exceeded my expectations in every way.,True
I'm delighted with this movie ticket; five stars.,True
The chair failed to meet my expectations.,False
Impressive course module. Smooth and reliable. Definitely worth the price.,True
What a pleasant surprise; the theme park is outstanding.,True
Terrible yoga mat! I don't recommend it.,False
Bad experience with the coffee maker; would not buy again.,False
I'm frustrated with this earbuds; one star.,False
Impressive tripod. Smooth and reliable.,True
What an unpleasant surprise; the support team is terrible.,False
I'm frustrated with this support team; one star.,False
The tutorial ruined my day; not worth it.,False
Superb quality car rental and excellent performance.,True
Brilliant experience with the template; would buy again.,True
